filename,genre,mood,energy,valence,arousal,color_temperature,complexity,motion_speed,style,brightness,label_source
1530.mp3,,,,0.65,0.4,,,,,,deam
1531.mp3,,,,0.512,0.475,,,,,,deam
1532.mp3,,,,0.6,0.575,,,,,,deam
1533.mp3,,,,0.525,0.538,,,,,,deam
1534.mp3,,,,0.588,0.588,,,,,,deam
1535.mp3,,,,0.55,0.538,,,,,,deam
1536.mp3,,,,0.475,0.3,,,,,,deam
1537.mp3,,,,0.612,0.3,,,,,,deam
1538.mp3,,,,0.662,0.462,,,,,,deam
1539.mp3,,,,0.425,0.462,,,,,,deam
1540.mp3,,,,0.588,0.512,,,,,,deam
1541.mp3,,,,0.525,0.45,,,,,,deam
1542.mp3,,,,0.562,0.562,,,,,,deam
1543.mp3,,,,0.638,0.55,,,,,,deam
1544.mp3,,,,0.675,0.55,,,,,,deam
1545.mp3,,,,0.475,0.475,,,,,,deam
1546.mp3,,,,0.538,0.425,,,,,,deam
1547.mp3,,,,0.375,0.6,,,,,,deam
1548.mp3,,,,0.45,0.338,,,,,,deam
1549.mp3,,,,0.488,0.525,,,,,,deam
1550.mp3,,,,0.475,0.338,,,,,,deam
1551.mp3,,,,0.575,0.55,,,,,,deam
1552.mp3,,,,0.575,0.575,,,,,,deam
1553.mp3,,,,0.575,0.612,,,,,,deam
1554.mp3,,,,0.6,0.438,,,,,,deam
1555.mp3,,,,0.425,0.238,,,,,,deam
1556.mp3,,,,0.462,0.638,,,,,,deam
1557.mp3,,,,0.562,0.662,,,,,,deam
1558.mp3,,,,0.3,0.612,,,,,,deam
1559.mp3,,,,0.6,0.525,,,,,,deam
1560.mp3,,,,0.525,0.525,,,,,,deam
1561.mp3,,,,0.5,0.625,,,,,,deam
1562.mp3,,,,0.475,0.662,,,,,,deam
1563.mp3,,,,0.512,0.588,,,,,,deam
1564.mp3,,,,0.638,0.675,,,,,,deam
1565.mp3,,,,0.45,0.488,,,,,,deam
1566.mp3,,,,0.65,0.538,,,,,,deam
1567.mp3,,,,0.375,0.5,,,,,,deam
1568.mp3,,,,0.55,0.625,,,,,,deam
1569.mp3,,,,0.575,0.6,,,,,,deam
1570.mp3,,,,0.525,0.45,,,,,,deam
1571.mp3,,,,0.425,0.738,,,,,,deam
1572.mp3,,,,0.562,0.5,,,,,,deam
1573.mp3,,,,0.488,0.325,,,,,,deam
1574.mp3,,,,0.612,0.55,,,,,,deam
1575.mp3,,,,0.525,0.512,,,,,,deam
1576.mp3,,,,0.55,0.362,,,,,,deam
1577.mp3,,,,0.525,0.462,,,,,,deam
1578.mp3,,,,0.612,0.475,,,,,,deam
1579.mp3,,,,0.6,0.488,,,,,,deam
1580.mp3,,,,0.638,0.525,,,,,,deam
1581.mp3,,,,0.688,0.638,,,,,,deam
1582.mp3,,,,0.612,0.55,,,,,,deam
1583.mp3,,,,0.575,0.525,,,,,,deam
1584.mp3,,,,0.488,0.45,,,,,,deam
1585.mp3,,,,0.5,0.362,,,,,,deam
1586.mp3,,,,0.412,0.5,,,,,,deam
1587.mp3,,,,0.5,0.562,,,,,,deam
1588.mp3,,,,0.488,0.6,,,,,,deam
1589.mp3,,,,0.6,0.638,,,,,,deam
1590.mp3,,,,0.4,0.65,,,,,,deam
1591.mp3,,,,0.612,0.462,,,,,,deam
1592.mp3,,,,0.638,0.675,,,,,,deam
1593.mp3,,,,0.462,0.312,,,,,,deam
1594.mp3,,,,0.575,0.55,,,,,,deam
1595.mp3,,,,0.575,0.612,,,,,,deam
1596.mp3,,,,0.562,0.512,,,,,,deam
1597.mp3,,,,0.562,0.5,,,,,,deam
1598.mp3,,,,0.412,0.562,,,,,,deam
1599.mp3,,,,0.325,0.387,,,,,,deam
1600.mp3,,,,0.575,0.575,,,,,,deam
1601.mp3,,,,0.5,0.538,,,,,,deam
1602.mp3,,,,0.5,0.338,,,,,,deam
1603.mp3,,,,0.55,0.362,,,,,,deam
1604.mp3,,,,0.438,0.325,,,,,,deam
1605.mp3,,,,0.575,0.375,,,,,,deam
1606.mp3,,,,0.575,0.488,,,,,,deam
1607.mp3,,,,0.438,0.25,,,,,,deam
1608.mp3,,,,0.438,0.75,,,,,,deam
1609.mp3,,,,0.675,0.688,,,,,,deam
1610.mp3,,,,0.675,0.387,,,,,,deam
1611.mp3,,,,0.588,0.65,,,,,,deam
1612.mp3,,,,0.35,0.262,,,,,,deam
1613.mp3,,,,0.65,0.7,,,,,,deam
1614.mp3,,,,0.7,0.45,,,,,,deam
1615.mp3,,,,0.588,0.45,,,,,,deam
1616.mp3,,,,0.475,0.562,,,,,,deam
1617.mp3,,,,0.638,0.612,,,,,,deam
1618.mp3,,,,0.638,0.362,,,,,,deam
1619.mp3,,,,0.525,0.538,,,,,,deam
1620.mp3,,,,0.662,0.588,,,,,,deam
1621.mp3,,,,0.638,0.625,,,,,,deam
1622.mp3,,,,0.625,0.612,,,,,,deam
1623.mp3,,,,0.575,0.538,,,,,,deam
1624.mp3,,,,0.588,0.675,,,,,,deam
1625.mp3,,,,0.488,0.425,,,,,,deam
1626.mp3,,,,0.638,0.625,,,,,,deam
1627.mp3,,,,0.425,0.362,,,,,,deam
1628.mp3,,,,0.462,0.475,,,,,,deam
1629.mp3,,,,0.675,0.662,,,,,,deam
1630.mp3,,,,0.625,0.55,,,,,,deam
1631.mp3,,,,0.588,0.475,,,,,,deam
1632.mp3,,,,0.525,0.3,,,,,,deam
1633.mp3,,,,0.688,0.662,,,,,,deam
1634.mp3,,,,0.562,0.638,,,,,,deam
1635.mp3,,,,0.725,0.638,,,,,,deam
1636.mp3,,,,0.45,0.525,,,,,,deam
1637.mp3,,,,0.562,0.325,,,,,,deam
1638.mp3,,,,0.612,0.362,,,,,,deam
1639.mp3,,,,0.538,0.538,,,,,,deam
1640.mp3,,,,0.7,0.638,,,,,,deam
1641.mp3,,,,0.45,0.538,,,,,,deam
1642.mp3,,,,0.512,0.488,,,,,,deam
1643.mp3,,,,0.425,0.412,,,,,,deam
1644.mp3,,,,0.5,0.612,,,,,,deam
1645.mp3,,,,0.6,0.588,,,,,,deam
1646.mp3,,,,0.438,0.338,,,,,,deam
1647.mp3,,,,0.762,0.6,,,,,,deam
1648.mp3,,,,0.362,0.188,,,,,,deam
1649.mp3,,,,0.638,0.625,,,,,,deam
1650.mp3,,,,0.612,0.462,,,,,,deam
1651.mp3,,,,0.475,0.625,,,,,,deam
1652.mp3,,,,0.775,0.662,,,,,,deam
1653.mp3,,,,0.412,0.262,,,,,,deam
1654.mp3,,,,0.475,0.262,,,,,,deam
1655.mp3,,,,0.638,0.638,,,,,,deam
1656.mp3,,,,0.462,0.375,,,,,,deam
1657.mp3,,,,0.575,0.588,,,,,,deam
1658.mp3,,,,0.65,0.612,,,,,,deam
1659.mp3,,,,0.45,0.45,,,,,,deam
1660.mp3,,,,0.525,0.562,,,,,,deam
1661.mp3,,,,0.588,0.662,,,,,,deam
1662.mp3,,,,0.638,0.625,,,,,,deam
1663.mp3,,,,0.45,0.488,,,,,,deam
1664.mp3,,,,0.4,0.375,,,,,,deam
1665.mp3,,,,0.575,0.588,,,,,,deam
1666.mp3,,,,0.35,0.288,,,,,,deam
1667.mp3,,,,0.625,0.812,,,,,,deam
1668.mp3,,,,0.562,0.562,,,,,,deam
1669.mp3,,,,0.562,0.488,,,,,,deam
1670.mp3,,,,0.612,0.55,,,,,,deam
1671.mp3,,,,0.4,0.288,,,,,,deam
1672.mp3,,,,0.425,0.2,,,,,,deam
1673.mp3,,,,0.638,0.612,,,,,,deam
1674.mp3,,,,0.5,0.538,,,,,,deam
1675.mp3,,,,0.562,0.588,,,,,,deam
1676.mp3,,,,0.575,0.488,,,,,,deam
1677.mp3,,,,0.725,0.675,,,,,,deam
1678.mp3,,,,0.512,0.4,,,,,,deam
1679.mp3,,,,0.55,0.575,,,,,,deam
1680.mp3,,,,0.725,0.638,,,,,,deam
1681.mp3,,,,0.5,0.312,,,,,,deam
1682.mp3,,,,0.638,0.6,,,,,,deam
1683.mp3,,,,0.625,0.475,,,,,,deam
1684.mp3,,,,0.512,0.5,,,,,,deam
1685.mp3,,,,0.55,0.438,,,,,,deam
1686.mp3,,,,0.338,0.288,,,,,,deam
1687.mp3,,,,0.512,0.462,,,,,,deam
1688.mp3,,,,0.525,0.462,,,,,,deam
1689.mp3,,,,0.762,0.675,,,,,,deam
1690.mp3,,,,0.55,0.45,,,,,,deam
1691.mp3,,,,0.338,0.325,,,,,,deam
1692.mp3,,,,0.35,0.288,,,,,,deam
1693.mp3,,,,0.425,0.35,,,,,,deam
1694.mp3,,,,0.438,0.638,,,,,,deam
1695.mp3,,,,0.588,0.575,,,,,,deam
1696.mp3,,,,0.35,0.288,,,,,,deam
1697.mp3,,,,0.288,0.225,,,,,,deam
1698.mp3,,,,0.438,0.438,,,,,,deam
1699.mp3,,,,0.512,0.5,,,,,,deam
1700.mp3,,,,0.575,0.5,,,,,,deam
1701.mp3,,,,0.375,0.262,,,,,,deam
1702.mp3,,,,0.387,0.362,,,,,,deam
1703.mp3,,,,0.538,0.712,,,,,,deam
1704.mp3,,,,0.538,0.675,,,,,,deam
1705.mp3,,,,0.375,0.425,,,,,,deam
1706.mp3,,,,0.488,0.375,,,,,,deam
1707.mp3,,,,0.312,0.375,,,,,,deam
1708.mp3,,,,0.4,0.325,,,,,,deam
1709.mp3,,,,0.375,0.35,,,,,,deam
1710.mp3,,,,0.325,0.238,,,,,,deam
1711.mp3,,,,0.5,0.275,,,,,,deam
1712.mp3,,,,0.425,0.238,,,,,,deam
1713.mp3,,,,0.65,0.588,,,,,,deam
1714.mp3,,,,0.638,0.375,,,,,,deam
1715.mp3,,,,0.612,0.575,,,,,,deam
1716.mp3,,,,0.6,0.55,,,,,,deam
1717.mp3,,,,0.625,0.475,,,,,,deam
1718.mp3,,,,0.462,0.312,,,,,,deam
1719.mp3,,,,0.5,0.288,,,,,,deam
1720.mp3,,,,0.812,0.625,,,,,,deam
1721.mp3,,,,0.4,0.238,,,,,,deam
1722.mp3,,,,0.5,0.262,,,,,,deam
1723.mp3,,,,0.412,0.3,,,,,,deam
1724.mp3,,,,0.338,0.288,,,,,,deam
1725.mp3,,,,0.525,0.425,,,,,,deam
1726.mp3,,,,0.45,0.275,,,,,,deam
1727.mp3,,,,0.488,0.462,,,,,,deam
1728.mp3,,,,0.262,0.462,,,,,,deam
1729.mp3,,,,0.512,0.55,,,,,,deam
1730.mp3,,,,0.538,0.362,,,,,,deam
1731.mp3,,,,0.4,0.325,,,,,,deam
1732.mp3,,,,0.4,0.25,,,,,,deam
1733.mp3,,,,0.35,0.288,,,,,,deam
1734.mp3,,,,0.512,0.525,,,,,,deam
1735.mp3,,,,0.462,0.25,,,,,,deam
1736.mp3,,,,0.462,0.262,,,,,,deam
1737.mp3,,,,0.325,0.325,,,,,,deam
1738.mp3,,,,0.225,0.475,,,,,,deam
1739.mp3,,,,0.338,0.225,,,,,,deam
1740.mp3,,,,0.538,0.412,,,,,,deam
1741.mp3,,,,0.288,0.312,,,,,,deam
1742.mp3,,,,0.725,0.512,,,,,,deam
1743.mp3,,,,0.725,0.688,,,,,,deam
1744.mp3,,,,0.488,0.412,,,,,,deam
1745.mp3,,,,0.762,0.612,,,,,,deam
1746.mp3,,,,0.588,0.475,,,,,,deam
1747.mp3,,,,0.412,0.238,,,,,,deam
1748.mp3,,,,0.55,0.387,,,,,,deam
1749.mp3,,,,0.712,0.45,,,,,,deam
1750.mp3,,,,0.462,0.538,,,,,,deam
1751.mp3,,,,0.387,0.412,,,,,,deam
1752.mp3,,,,0.562,0.638,,,,,,deam
1753.mp3,,,,0.275,0.3,,,,,,deam
1754.mp3,,,,0.4,0.175,,,,,,deam
1755.mp3,,,,0.675,0.588,,,,,,deam
1756.mp3,,,,0.425,0.362,,,,,,deam
1757.mp3,,,,0.5,0.262,,,,,,deam
1758.mp3,,,,0.55,0.25,,,,,,deam
1759.mp3,,,,0.55,0.462,,,,,,deam
1760.mp3,,,,0.412,0.387,,,,,,deam
1761.mp3,,,,0.862,0.762,,,,,,deam
1762.mp3,,,,0.638,0.55,,,,,,deam
1763.mp3,,,,0.425,0.312,,,,,,deam
1764.mp3,,,,0.488,0.375,,,,,,deam
1765.mp3,,,,0.6,0.45,,,,,,deam
1766.mp3,,,,0.338,0.25,,,,,,deam
1767.mp3,,,,0.35,0.175,,,,,,deam
1768.mp3,,,,0.387,0.262,,,,,,deam
1769.mp3,,,,0.612,0.538,,,,,,deam
1770.mp3,,,,0.438,0.238,,,,,,deam
1771.mp3,,,,0.488,0.538,,,,,,deam
1772.mp3,,,,0.575,0.412,,,,,,deam
1773.mp3,,,,0.55,0.387,,,,,,deam
1774.mp3,,,,0.488,0.475,,,,,,deam
1775.mp3,,,,0.45,0.25,,,,,,deam
1776.mp3,,,,0.475,0.35,,,,,,deam
1777.mp3,,,,0.538,0.425,,,,,,deam
1778.mp3,,,,0.425,0.275,,,,,,deam
1779.mp3,,,,0.588,0.238,,,,,,deam
1780.mp3,,,,0.475,0.312,,,,,,deam
1781.mp3,,,,0.4,0.213,,,,,,deam
1782.mp3,,,,0.462,0.525,,,,,,deam
1783.mp3,,,,0.4,0.288,,,,,,deam
1784.mp3,,,,0.562,0.512,,,,,,deam
1785.mp3,,,,0.575,0.525,,,,,,deam
1786.mp3,,,,0.4,0.262,,,,,,deam
1787.mp3,,,,0.362,0.3,,,,,,deam
1788.mp3,,,,0.325,0.625,,,,,,deam
1789.mp3,,,,0.612,0.512,,,,,,deam
1790.mp3,,,,0.35,0.288,,,,,,deam
1791.mp3,,,,0.538,0.288,,,,,,deam
1792.mp3,,,,0.638,0.512,,,,,,deam
1793.mp3,,,,0.512,0.4,,,,,,deam
1794.mp3,,,,0.4,0.338,,,,,,deam
1795.mp3,,,,0.362,0.25,,,,,,deam
1796.mp3,,,,0.6,0.625,,,,,,deam
1797.mp3,,,,0.325,0.387,,,,,,deam
1798.mp3,,,,0.588,0.375,,,,,,deam
1799.mp3,,,,0.6,0.438,,,,,,deam
1800.mp3,,,,0.3,0.2,,,,,,deam
1801.mp3,,,,0.3,0.225,,,,,,deam
1802.mp3,,,,0.588,0.7,,,,,,deam
1803.mp3,,,,0.387,0.325,,,,,,deam
1804.mp3,,,,0.588,0.612,,,,,,deam
1805.mp3,,,,0.588,0.488,,,,,,deam
1806.mp3,,,,0.688,0.65,,,,,,deam
1807.mp3,,,,0.588,0.538,,,,,,deam
1808.mp3,,,,0.55,0.538,,,,,,deam
1809.mp3,,,,0.375,0.387,,,,,,deam
1810.mp3,,,,0.387,0.375,,,,,,deam
1811.mp3,,,,0.45,0.462,,,,,,deam
1812.mp3,,,,0.5,0.5,,,,,,deam
1813.mp3,,,,0.638,0.588,,,,,,deam
1814.mp3,,,,0.625,0.6,,,,,,deam
1815.mp3,,,,0.675,0.6,,,,,,deam
1816.mp3,,,,0.5,0.438,,,,,,deam
1817.mp3,,,,0.7,0.625,,,,,,deam
1818.mp3,,,,0.412,0.275,,,,,,deam
1819.mp3,,,,0.387,0.387,,,,,,deam
1820.mp3,,,,0.438,0.425,,,,,,deam
1821.mp3,,,,0.65,0.7,,,,,,deam
1822.mp3,,,,0.462,0.312,,,,,,deam
1823.mp3,,,,0.213,0.575,,,,,,deam
1824.mp3,,,,0.65,0.588,,,,,,deam
1825.mp3,,,,0.475,0.438,,,,,,deam
1826.mp3,,,,0.512,0.338,,,,,,deam
1827.mp3,,,,0.575,0.712,,,,,,deam
1828.mp3,,,,0.6,0.7,,,,,,deam
1829.mp3,,,,0.475,0.325,,,,,,deam
1830.mp3,,,,0.588,0.538,,,,,,deam
1831.mp3,,,,0.65,0.575,,,,,,deam
1832.mp3,,,,0.588,0.525,,,,,,deam
1833.mp3,,,,0.438,0.275,,,,,,deam
1834.mp3,,,,0.662,0.588,,,,,,deam
1835.mp3,,,,0.538,0.275,,,,,,deam
1836.mp3,,,,0.575,0.45,,,,,,deam
1837.mp3,,,,0.4,0.238,,,,,,deam
1838.mp3,,,,0.45,0.5,,,,,,deam
1839.mp3,,,,0.625,0.588,,,,,,deam
1840.mp3,,,,0.475,0.55,,,,,,deam
1841.mp3,,,,0.45,0.262,,,,,,deam
1842.mp3,,,,0.6,0.662,,,,,,deam
1843.mp3,,,,0.488,0.462,,,,,,deam
1844.mp3,,,,0.638,0.562,,,,,,deam
1845.mp3,,,,0.612,0.612,,,,,,deam
1846.mp3,,,,0.6,0.6,,,,,,deam
1847.mp3,,,,0.275,0.2,,,,,,deam
1848.mp3,,,,0.562,0.5,,,,,,deam
1849.mp3,,,,0.625,0.6,,,,,,deam
1850.mp3,,,,0.338,0.213,,,,,,deam
1851.mp3,,,,0.45,0.288,,,,,,deam
1852.mp3,,,,0.387,0.462,,,,,,deam
1853.mp3,,,,0.688,0.588,,,,,,deam
1854.mp3,,,,0.525,0.438,,,,,,deam
1855.mp3,,,,0.55,0.625,,,,,,deam
1856.mp3,,,,0.638,0.712,,,,,,deam
1857.mp3,,,,0.538,0.5,,,,,,deam
1858.mp3,,,,0.525,0.575,,,,,,deam
1859.mp3,,,,0.525,0.5,,,,,,deam
1860.mp3,,,,0.338,0.312,,,,,,deam
1861.mp3,,,,0.512,0.5,,,,,,deam
1862.mp3,,,,0.512,0.488,,,,,,deam
1863.mp3,,,,0.675,0.588,,,,,,deam
1864.mp3,,,,0.638,0.8,,,,,,deam
1865.mp3,,,,0.725,0.612,,,,,,deam
1866.mp3,,,,0.475,0.438,,,,,,deam
1867.mp3,,,,0.4,0.375,,,,,,deam
1868.mp3,,,,0.6,0.5,,,,,,deam
1869.mp3,,,,0.387,0.338,,,,,,deam
1870.mp3,,,,0.55,0.575,,,,,,deam
1871.mp3,,,,0.675,0.7,,,,,,deam
1872.mp3,,,,0.438,0.4,,,,,,deam
1873.mp3,,,,0.462,0.3,,,,,,deam
1874.mp3,,,,0.5,0.662,,,,,,deam
1875.mp3,,,,0.662,0.65,,,,,,deam
1876.mp3,,,,0.662,0.5,,,,,,deam
1877.mp3,,,,0.65,0.562,,,,,,deam
1878.mp3,,,,0.712,0.662,,,,,,deam
1879.mp3,,,,0.55,0.675,,,,,,deam
1880.mp3,,,,0.55,0.275,,,,,,deam
1881.mp3,,,,0.5,0.525,,,,,,deam
1882.mp3,,,,0.562,0.65,,,,,,deam
1883.mp3,,,,0.575,0.438,,,,,,deam
1884.mp3,,,,0.688,0.575,,,,,,deam
1885.mp3,,,,0.362,0.362,,,,,,deam
1886.mp3,,,,0.387,0.25,,,,,,deam
1887.mp3,,,,0.625,0.6,,,,,,deam
1888.mp3,,,,0.3,0.275,,,,,,deam
1889.mp3,,,,0.575,0.562,,,,,,deam
1890.mp3,,,,0.625,0.6,,,,,,deam
1891.mp3,,,,0.5,0.312,,,,,,deam
1892.mp3,,,,0.512,0.638,,,,,,deam
1893.mp3,,,,0.662,0.65,,,,,,deam
1894.mp3,,,,0.475,0.475,,,,,,deam
1895.mp3,,,,0.688,0.612,,,,,,deam
1896.mp3,,,,0.488,0.138,,,,,,deam
1897.mp3,,,,0.4,0.35,,,,,,deam
1898.mp3,,,,0.512,0.4,,,,,,deam
1899.mp3,,,,0.5,0.387,,,,,,deam
1900.mp3,,,,0.688,0.712,,,,,,deam
1901.mp3,,,,0.525,0.675,,,,,,deam
1902.mp3,,,,0.425,0.788,,,,,,deam
1903.mp3,,,,0.275,0.738,,,,,,deam
1904.mp3,,,,0.387,0.3,,,,,,deam
1905.mp3,,,,0.338,0.688,,,,,,deam
1906.mp3,,,,0.425,0.65,,,,,,deam
1907.mp3,,,,0.488,0.688,,,,,,deam
1908.mp3,,,,0.525,0.512,,,,,,deam
1909.mp3,,,,0.488,0.5,,,,,,deam
1910.mp3,,,,0.35,0.288,,,,,,deam
1911.mp3,,,,0.412,0.55,,,,,,deam
1912.mp3,,,,0.55,0.562,,,,,,deam
1913.mp3,,,,0.625,0.688,,,,,,deam
1914.mp3,,,,0.538,0.662,,,,,,deam
1915.mp3,,,,0.662,0.688,,,,,,deam
1916.mp3,,,,0.55,0.662,,,,,,deam
1917.mp3,,,,0.387,0.45,,,,,,deam
1918.mp3,,,,0.3,0.45,,,,,,deam
1919.mp3,,,,0.438,0.55,,,,,,deam
1920.mp3,,,,0.588,0.675,,,,,,deam
1921.mp3,,,,0.425,0.688,,,,,,deam
1922.mp3,,,,0.575,0.6,,,,,,deam
1923.mp3,,,,0.675,0.65,,,,,,deam
1924.mp3,,,,0.538,0.588,,,,,,deam
1925.mp3,,,,0.488,0.438,,,,,,deam
1926.mp3,,,,0.525,0.638,,,,,,deam
1927.mp3,,,,0.575,0.45,,,,,,deam
1928.mp3,,,,0.338,0.575,,,,,,deam
1929.mp3,,,,0.512,0.712,,,,,,deam
1930.mp3,,,,0.45,0.375,,,,,,deam
1931.mp3,,,,0.462,0.562,,,,,,deam
1932.mp3,,,,0.475,0.625,,,,,,deam
1933.mp3,,,,0.525,0.75,,,,,,deam
1934.mp3,,,,0.6,0.35,,,,,,deam
1935.mp3,,,,0.462,0.425,,,,,,deam
1936.mp3,,,,0.238,0.25,,,,,,deam
1937.mp3,,,,0.412,0.362,,,,,,deam
1938.mp3,,,,0.575,0.75,,,,,,deam
1939.mp3,,,,0.425,0.275,,,,,,deam
1940.mp3,,,,0.512,0.575,,,,,,deam
1941.mp3,,,,0.525,0.425,,,,,,deam
1942.mp3,,,,0.675,0.725,,,,,,deam
1943.mp3,,,,0.4,0.425,,,,,,deam
1944.mp3,,,,0.638,0.512,,,,,,deam
1945.mp3,,,,0.625,0.638,,,,,,deam
1946.mp3,,,,0.375,0.625,,,,,,deam
1947.mp3,,,,0.5,0.8,,,,,,deam
1948.mp3,,,,0.375,0.712,,,,,,deam
1949.mp3,,,,0.15,0.512,,,,,,deam
1950.mp3,,,,0.35,0.3,,,,,,deam
1951.mp3,,,,0.45,0.375,,,,,,deam
1952.mp3,,,,0.387,0.425,,,,,,deam
1953.mp3,,,,0.512,0.425,,,,,,deam
1954.mp3,,,,0.712,0.588,,,,,,deam
1955.mp3,,,,0.562,0.688,,,,,,deam
1956.mp3,,,,0.55,0.612,,,,,,deam
1957.mp3,,,,0.475,0.475,,,,,,deam
1958.mp3,,,,0.475,0.512,,,,,,deam
1959.mp3,,,,0.462,0.6,,,,,,deam
1960.mp3,,,,0.438,0.712,,,,,,deam
1961.mp3,,,,0.612,0.538,,,,,,deam
1962.mp3,,,,0.425,0.5,,,,,,deam
1963.mp3,,,,0.362,0.562,,,,,,deam
1964.mp3,,,,0.325,0.712,,,,,,deam
1965.mp3,,,,0.288,0.312,,,,,,deam
1966.mp3,,,,0.325,0.5,,,,,,deam
1967.mp3,,,,0.462,0.738,,,,,,deam
1968.mp3,,,,0.45,0.648,,,,,,deam
1969.mp3,,,,0.338,0.588,,,,,,deam
1970.mp3,,,,0.612,0.762,,,,,,deam
1971.mp3,,,,0.562,0.562,,,,,,deam
1972.mp3,,,,0.625,0.612,,,,,,deam
1973.mp3,,,,0.412,0.412,,,,,,deam
1974.mp3,,,,0.3,0.462,,,,,,deam
1975.mp3,,,,0.462,0.575,,,,,,deam
1976.mp3,,,,0.488,0.55,,,,,,deam
1977.mp3,,,,0.462,0.525,,,,,,deam
1978.mp3,,,,0.688,0.688,,,,,,deam
1979.mp3,,,,0.562,0.775,,,,,,deam
1980.mp3,,,,0.562,0.55,,,,,,deam
1981.mp3,,,,0.512,0.6,,,,,,deam
1982.mp3,,,,0.438,0.438,,,,,,deam
1983.mp3,,,,0.238,0.3,,,,,,deam
1984.mp3,,,,0.338,0.238,,,,,,deam
1985.mp3,,,,0.475,0.575,,,,,,deam
1986.mp3,,,,0.375,0.512,,,,,,deam
1987.mp3,,,,0.688,0.662,,,,,,deam
1988.mp3,,,,0.562,0.6,,,,,,deam
1989.mp3,,,,0.5,0.588,,,,,,deam
1990.mp3,,,,0.4,0.387,,,,,,deam
1991.mp3,,,,0.5,0.625,,,,,,deam
1992.mp3,,,,0.488,0.725,,,,,,deam
1993.mp3,,,,0.312,0.75,,,,,,deam
1994.mp3,,,,0.35,0.312,,,,,,deam
1995.mp3,,,,0.462,0.462,,,,,,deam
1996.mp3,,,,0.362,0.612,,,,,,deam
1997.mp3,,,,0.538,0.362,,,,,,deam
1998.mp3,,,,0.675,0.65,,,,,,deam
1999.mp3,,,,0.45,0.55,,,,,,deam
2000.mp3,,,,0.6,0.625,,,,,,deam
2001.mp3,,,,0.275,0.7,,,,,,deam
2002.mp3,,,,0.675,0.525,,,,,,deam
2003.mp3,,,,0.55,0.45,,,,,,deam
2004.mp3,,,,0.5,0.475,,,,,,deam
2005.mp3,,,,0.35,0.525,,,,,,deam
2006.mp3,,,,0.5,0.275,,,,,,deam
2007.mp3,,,,0.3,0.425,,,,,,deam
2008.mp3,,,,0.575,0.325,,,,,,deam
2009.mp3,,,,0.525,0.4,,,,,,deam
2010.mp3,,,,0.625,0.475,,,,,,deam
2011.mp3,,,,0.4,0.5,,,,,,deam
2012.mp3,,,,0.271,0.521,,,,,,deam
2013.mp3,,,,0.55,0.575,,,,,,deam
2014.mp3,,,,0.25,0.7,,,,,,deam
2015.mp3,,,,0.7,0.55,,,,,,deam
2016.mp3,,,,0.775,0.575,,,,,,deam
2017.mp3,,,,0.709,0.688,,,,,,deam
2018.mp3,,,,0.688,0.666,,,,,,deam
2019.mp3,,,,0.725,0.725,,,,,,deam
2020.mp3,,,,0.725,0.6,,,,,,deam
2021.mp3,,,,0.4,0.425,,,,,,deam
2022.mp3,,,,0.35,0.425,,,,,,deam
2023.mp3,,,,0.575,0.25,,,,,,deam
2024.mp3,,,,0.675,0.425,,,,,,deam
2025.mp3,,,,0.625,0.475,,,,,,deam
2026.mp3,,,,0.575,0.375,,,,,,deam
2027.mp3,,,,0.6,0.55,,,,,,deam
2028.mp3,,,,0.3,0.65,,,,,,deam
2029.mp3,,,,0.396,0.375,,,,,,deam
2030.mp3,,,,0.4,0.65,,,,,,deam
2031.mp3,,,,0.45,0.3,,,,,,deam
2032.mp3,,,,0.525,0.425,,,,,,deam
2033.mp3,,,,0.271,0.729,,,,,,deam
2034.mp3,,,,0.65,0.45,,,,,,deam
2035.mp3,,,,0.3,0.45,,,,,,deam
2036.mp3,,,,0.354,0.459,,,,,,deam
2037.mp3,,,,0.675,0.425,,,,,,deam
2038.mp3,,,,0.375,0.35,,,,,,deam
2039.mp3,,,,0.55,0.45,,,,,,deam
2040.mp3,,,,0.325,0.75,,,,,,deam
2041.mp3,,,,0.425,0.25,,,,,,deam
2042.mp3,,,,0.475,0.45,,,,,,deam
2043.mp3,,,,0.575,0.425,,,,,,deam
2044.mp3,,,,0.675,0.525,,,,,,deam
2045.mp3,,,,0.475,0.275,,,,,,deam
2046.mp3,,,,0.562,0.521,,,,,,deam
2047.mp3,,,,0.65,0.5,,,,,,deam
2048.mp3,,,,0.65,0.325,,,,,,deam
2049.mp3,,,,0.425,0.35,,,,,,deam
2050.mp3,,,,0.425,0.325,,,,,,deam
2051.mp3,,,,0.275,0.45,,,,,,deam
2052.mp3,,,,0.275,0.525,,,,,,deam
2053.mp3,,,,0.35,0.35,,,,,,deam
2054.mp3,,,,0.55,0.325,,,,,,deam
2055.mp3,,,,0.5,0.525,,,,,,deam
2056.mp3,,,,0.5,0.45,,,,,,deam
2057.mp3,,,,0.271,0.729,,,,,,deam
2058.mp3,,,,0.35,0.6,,,,,,deam
